Asset Name,Name,Serial number,Criticality,Status,Tenant,Role,Manufacturer,Type,BMC IP,BMC MAC,BMC Version,BIOS Version,Asset tag,ID,Tenant Group,Region,Site Group,Site,Location,Rack,Parent Device,Position (Device Bay),Position,Rack face,Latitude,Longitude,Airflow,IP Address,IPv4 Address,IPv6 Address,OOB IP,Cluster,Virtual Chassis,VC Position,VC Priority,Description,Config Template,Comments,Contacts,Tags,Created,Last updated,Owner Group,Owner,U Height,Platform,Console ports,Console server ports,Power ports,Power outlets,Interfaces,Front ports,Rear ports,Device bays,Module bays,Inventory items,BIOS Date,EOL,FW Bundle,Installation Date,Last updated (automatic),OS Info,Product Name,UUID
AST-FRA2-00315,fra2-stor-0315,HP600265347,High,Decommissioned,Internal IT,storage,HPE,DL380 Gen10,10.63.241.129,48:2f:a8:00:66:e5,–,,–,1314,,EMEA,,FRA2,FRA2-DC-1,R03,,,None,,,,Front to rear,,172.23.58.88/24,,N/A,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2024-07-31T22:08:22.000000+00:00,2024-09-27T22:08:22.000000+00:00,DC-Ops,j.smith,2,ESXi 8.0,,,2,,6,,,,,,,,15/11/2025,2020-07-25,2025-03-10 22:08:22+00:00,ESXi 8.0u2,DL380,6e9b0650-46e6-486e-ae94-e0d61881dd79
AST-LON2-00316,lon2-stor-0316,DE218303468,Mission Critical,Planned,Cloud Platform,storage,Dell,XR11 EDGE,,,7.9,N/A,TAG38173,1315,,,,LON2,LON2-DC-2,R13,,,–,front,,,,,172.19.233.15/24,,–,,,,,,,,,lab,2021-06-16T19:15:31.000000+00:00,2022-02-13T19:15:31.000000+00:00,,m.papaj,1,ESXi 8.0,,,2,,4,,,,,,,,-,,2022-05-14 19:15:31+00:00,RHEL 9.4,XR11,4d71bd6b-e41a-42c2-ab03-5a898907cb46
AST-FRA1-00317,fra1-stor-0317,SU829789753,High,Quarantine,Internal IT,storage,Supermicro,None,10.61.139.216,ed:d0:91:25:42:be,6.15,3.5.2,–,1316,,EMEA,,FRA1,FRA1-DC-4,None,,,27,front,,,,,172.30.255.64/24,,–,,,,,"Ordered 2023, batch 3, rack row B",,"Needs recable
see ticket NET-2231",,lab,2020-02-20T13:03:17.000000+00:00,2020-06-24T13:03:17.000000+00:00,,,1,ESXi 8.0,,,2,,2,,,,,,,,smc/2026.01,2022-05-27,2020-11-13 13:03:17+00:00,ESXi 8.0u2,SYS-521E-WR,d7f76973-66cb-4d83-88e0-684f3a324d01
AST-ASH1-00318,,LE373596878,High,Active,Managed Services,compute,Lenovo,ThinkSystem SR630 COMP G1,10.16.128.230,cc:4b:22:9c:74:11,N/A,1.0.3,TAG85354,1317,,AMER,,ASH1,–,R08,,,28,,,,,,172.22.43.40/24,,10.131.48.84,,,,,"Ordered 2023, batch 5, rack row B",,"DIMM slot A3 flaky, monitor",,"prod,edge",2024-06-19T17:08:38.000000+00:00,2024-09-16T17:08:38.000000+00:00,Platform,j.smith,2,ESXi 8.0,,,2,,2,,,,,,,,,,2025-01-18 17:08:38+00:00,,ThinkSystem,09995c58-bc8e-4e31-84d7-c37c65e8b7e2
AST-LON2-00319,lon2-gpu-0319,DE976661230,High,Quarantine,,gpu,Dell,XR11 EDGE,,94:03:9e:7e:9d:fb,,3.6.7,TAG51385,1318,,EMEA,,LON2,LON2-DC-4,R18,,,5,front,,,Front to rear,,172.30.209.105/24,,,,,,,"Burn-in done, handed to platform team",,,,"prod,edge",2020-04-15T11:53:07.000000+00:00,2021-03-14T11:53:07.000000+00:00,DC-Ops,a.kovac,2,Linux RHEL9,,,2,,6,,,,,,,,dell/30092025,2020-08-12,2021-05-29 11:53:07+00:00,N/A,XR11,2140b572-7d09-4701-a4aa-23228059794c
None,ams1-comp-0320,DE563053223,Mission Critical,Active,Managed Services,compute,Dell,XR11 EDGE,10.78.212.222,2d:f7:7a:55:b1:28,5.6,1.2.8,N/A,1319,,EMEA,,AMS1,AMS1-DC-1,R16,,,17,,,,,,–,,,,,,,"Ordered 2023, batch 6, rack row B",,"DIMM slot A3 flaky, monitor",,,2020-03-20T18:17:41.000000+00:00,2020-11-03T18:17:41.000000+00:00,Platform,j.smith,2,,,,2,,2,,,,,,,,,2025-10-25,2020-11-06 18:17:41+00:00,N/A,N/A,bedf1234-3d18-40da-a762-afa83cb21e98
AST-SIN1-00321,sin1-comp-0321,SU831188786,High,Staged,Internal IT,compute,Supermicro,SYS-221H-TNR CTRL Gen 3,,ad:2e:c3:90:df:69,None,1.6.0,TAG89285,1320,,APAC,,SIN1,SIN1-DC-1,R01,,,–,,,,,,172.28.142.161/24,,10.130.190.235,,,,,"Ordered 2023, batch 1, rack row B",,,,,2021-10-11T08:37:31.000000+00:00,2022-08-09T08:37:31.000000+00:00,,,1,Linux Ubuntu 22.04,,,2,,2,,,,,,,,,2022-03-22,2022-09-03 08:37:31+00:00,N/A,SYS-221H-TNR,4bb12628-8837-4a06-9a60-02f7dcc5a21c
AST-ASH1-00322,ash1-comp-0322,DE219656052,,Decommissioned,,compute,Dell,R760XA GPU G2,10.61.16.76,46:64:28:e3:20:94,2.19,None,TAG60788,1321,,AMER,,ASH1,ASH1-DC-2,R04,,,25,front,,,Front to rear,,172.31.3.122/24,,–,,,,,"Ordered 2023, batch 1, rack row B",,"DIMM slot A3 flaky, monitor",,lab,2025-01-19T11:49:13.000000+00:00,2025-12-21T11:49:13.000000+00:00,DC-Ops,,2,Linux RHEL9,,,2,,2,,,,,,,,dell/15032026,,2026-03-30 11:49:13+00:00,N/A,R760XA,f631de98-a4b4-4d72-bab0-3255ec43c347
,fra2-comp-0323,-,Low,Active,Internal IT,compute,Dell,R760XA GPU G2,10.77.44.166,86:ad:50:66:eb:bd,,–,TAG79919,1322,,EMEA,,FRA2,FRA2-DC-3,R12,,,19,front,,,,,172.19.5.221/24,,10.134.4.160,,,,,,,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2021-02-05T14:44:57.000000+00:00,2022-02-15T14:44:57.000000+00:00,,,2,Linux Ubuntu 22.04,,,2,,4,,,,,,,,,2020-01-11,2022-08-17 14:44:57+00:00,ESXi 8.0u2,R760XA,1fe27624-4455-46ac-8a4d-d9d599145fa2
AST-FRA2-00324,fra2-stor-0324,DE268470372,High,Active,Cloud Platform,storage,Dell,,10.97.189.39,N/A,2.11,1.2.5,None,1323,,EMEA,,FRA2,FRA2-DC-1,R13,,,21,front,,,,,172.29.194.4/24,,10.178.253.14,,,,,"Replaced PSU, vendor RMA #4411",,,,"prod,edge",2021-06-05T13:35:29.000000+00:00,2022-04-07T13:35:29.000000+00:00,Platform,ops-team,1,ESXi 8.0,,,2,,2,,,,,,,2025-08-18,dell/15032026,,2022-07-12 13:35:29+00:00,Ubuntu 22.04.4,R7615,e0c348b9-9da7-4f2e-a021-d83d1fe8df53
AST-BER1-00325,ber1-cont-0325,SU232186465,Medium,Active,Cloud Platform,control,Supermicro,SYS-521E-WR NET Gen3,10.20.203.112,ca:03:bf:ef:19:5f,7.15,,-,1324,,EMEA,,BER1,BER1-DC-4,R15,,,10,,,,,,172.26.198.227/24,,10.138.207.149,,,,,"Ordered 2023, batch 4, rack row B",,,,lab,2024-11-14T05:20:00.000000+00:00,2025-11-26T05:20:00.000000+00:00,Platform,ops-team,1,ESXi 8.0,,,2,,6,,,,,,,2028-10-25,,2025-11-02,2026-03-23 05:20:00+00:00,Ubuntu 22.04.4,SYS-521E-WR,c7081f1e-5cde-421d-9f53-3aaa14a9a409
AST-FRA2-00326,fra2-stor-0326,DE340340331,Medium,Decommissioned,Internal IT,storage,Dell,R660 COMP G2,-,24:4c:04:f7:a9:a4,4.8,1.12.0,–,1325,,EMEA,,FRA2,FRA2-DC-2,R06,,,None,front,,,Front to rear,,172.16.33.109/24,,10.102.48.65,,,,,"Ordered 2023, batch 4, rack row B",,,,lab,2024-07-19T22:20:19.000000+00:00,2025-01-09T22:20:19.000000+00:00,,a.kovac,1,,,,2,,4,,,,,,,,,2025-03-05,2025-05-18 22:20:19+00:00,ESXi 8.0u2,R660,0a524a3b-01d5-4ce6-a42e-522b95f6c2ed
AST-BER1-00327,ber1-gpu-0327,SU322624660,,Active,Cloud Platform,gpu,Supermicro,SYS-112C-TN COMP G2,10.16.121.97,fd:8a:09:de:f2:bb,5.14,2.0.6,TAG11807,1326,,EMEA,,BER1,BER1-DC-3,R01,,,26,front,,,,,172.25.69.162/24,,10.142.160.44,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,lab,2024-10-01T05:39:01.000000+00:00,2025-04-05T05:39:01.000000+00:00,Platform,ops-team,2,ESXi 8.0,,,2,,2,,,,,,,,N/A,2026-02-18,2025-08-21 05:39:01+00:00,–,SYS-112C-TN,b0442d3c-3599-4f1a-b533-5eec5f5d8793
AST-LON2-00328,lon2-stor-0328,DE115253620,Low,Active,Managed Services,storage,Dell,XR11 EDGE,10.99.106.37,,3.14,3.5.2,TAG87539,1327,,EMEA,,LON2,LON2-DC-4,R11,,,None,,,,,,172.24.195.26/24,,-,,,,,"Burn-in done, handed to platform team",,,,"prod,edge",2022-05-26T10:34:33.000000+00:00,2023-03-28T10:34:33.000000+00:00,DC-Ops,a.kovac,2,,,,2,,2,,,,,,,,dell/15032026,,2023-08-08 10:34:33+00:00,,XR11,c49a1fd6-c527-4449-ace6-778a1a9fd724
AST-BER1-00329,–,SU391004031,Medium,Active,Internal IT,compute,Supermicro,AS-1115CS-TNR STORAGE,10.96.166.132,19:1e:48:d5:2a:c4,2.3,2.10.7,TAG63261,1328,,EMEA,,BER1,BER1-DC-4,R18,,,23,front,,,Front to rear,,172.28.98.227/24,,10.156.137.146,,,,,"Replaced PSU, vendor RMA #4411",,"Needs recable
see ticket NET-2231",,lab,2023-05-01T02:01:05.000000+00:00,2023-05-14T02:01:05.000000+00:00,Platform,j.smith,1,Linux RHEL9,,,2,,4,,,,,,,,N/A,2026-04-12,2023-06-16 02:01:05+00:00,Ubuntu 22.04.4,AS-1115CS-TNR,707097f9-e439-48a2-a4f6-52f14eb988ce
AST-BER1-00330,ber1-comp-0330,DE379185875,,Active,Internal IT,compute,Dell,R650XS CONTROL G1,10.75.241.239,d1:63:17:98:89:4e,6.20,1.1.5,TAG80851,1329,,EMEA,,BER1,BER1-DC-3,R10,,,None,,,,Front to rear,,172.29.8.132/24,,10.118.103.52,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,lab,2020-08-01T11:28:12.000000+00:00,2021-08-31T11:28:12.000000+00:00,DC-Ops,ops-team,2,ESXi 8.0,,,2,,6,,,,,,,,N/A,2023-06-25,2021-09-03 11:28:12+00:00,,R650XS,49c33663-a2b4-46e7-b83c-ac007ea0bef9
AST-AMS1-00331,ams1-comp-0331,HP715293690,High,Staged,Internal IT,compute,HPE,DL360 COMP G1,,47:aa:8f:08:ef:61,–,3.14.7,TAG79807,1330,,EMEA,,AMS1,AMS1-DC-1,None,,,18,,,,Front to rear,,172.29.0.44/24,,10.143.23.36,,,,,,,"DIMM slot A3 flaky, monitor",,"prod,edge",2022-09-27T00:13:22.000000+00:00,2023-06-10T00:13:22.000000+00:00,,ops-team,2,Linux Ubuntu 22.04,,,2,,2,,,,,,,2026-01-17,,,2023-09-27 00:13:22+00:00,RHEL 9.4,DL360,a5ebc318-f707-4b10-8b7d-998b18b1f7f2
AST-LON2-00332,lon2-cont-0332,HP654430604,Medium,Active,Cloud Platform,control,HPE,DL380 Gen10,None,4b:c3:b9:ae:9f:d4,6.0,1.7.2,None,1331,,EMEA,,LON2,LON2-DC-1,R10,,,15,,,,Front to rear,,172.18.190.24/24,,10.123.109.169,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2021-10-13T18:51:00.000000+00:00,2021-12-03T18:51:00.000000+00:00,,,2,Linux RHEL9,,,2,,6,,,,,,,2028-08-01,15/11/2025,2024-12-24,2022-02-07 18:51:00+00:00,RHEL 9.4,DL380,77a23a38-f302-4f19-86af-8e6ea3a540a6
AST-BER1-00333,ber1-comp-0333,DE770353371,Low,Staged,Internal IT,compute,Dell,XR11 EDGE,N/A,e2:d2:69:0b:4f:08,–,–,TAG13651,1332,,EMEA,,BER1,–,R18,,,35,front,,,Front to rear,,172.25.189.131/24,,,,,,,"Ordered 2023, batch 9, rack row B",,,,lab,2025-10-30T17:53:31.000000+00:00,2025-11-20T17:53:31.000000+00:00,DC-Ops,m.papaj,2,Linux RHEL9,,,2,,2,,,,,,,,dell/30092025,2020-03-31,2026-04-19 17:53:31+00:00,–,XR11,f4b74fca-fcf9-422c-90a1-dce35acd53d7
None,ber1-stor-0334,LE149628534,,Offline,Internal IT,storage,Lenovo,ThinkSystem SR630 COMP G1,None,6f:33:a5:a8:ae:15,4.14,1.11.2,TAG78786,1333,,EMEA,,BER1,BER1-DC-2,R15,,,18,front,,,,,172.22.173.91/24,,-,,,,,"Ordered 2023, batch 9, rack row B",,,,,2022-01-23T18:20:35.000000+00:00,2023-01-24T18:20:35.000000+00:00,Platform,j.smith,2,,,,2,,2,,,,,,,2026-07-26,01/02/2026,04/07/2023,2023-04-16 18:20:35+00:00,–,ThinkSystem,0f1ed056-b2ee-42d0-a064-4d20cac6147e
AST-AMS1-00335,ams1-stor-0335,HP583542715,Medium,Offline,Internal IT,storage,HPE,DL380 Gen10,10.78.27.224,d8:da:98:0b:21:dd,-,2.6.1,TAG75302,1334,,EMEA,,AMS1,AMS1-DC-2,R15,,,33,,,,Front to rear,,172.24.182.110/24,,10.129.154.206,,,,,"Ordered 2023, batch 1, rack row B",,"DIMM slot A3 flaky, monitor",,,2025-04-03T18:43:19.000000+00:00,2025-11-18T18:43:19.000000+00:00,Platform,,2,Linux Ubuntu 22.04,,,2,,6,,,,,,,,01/02/2026,,2025-12-11 18:43:19+00:00,Ubuntu 22.04.4,DL380,069687f6-2d81-4509-a674-6c9b41a724e0
AST-BER1-00336,ber1-cont-0336,SU955876358,Low,Offline,Internal IT,control,Supermicro,AS-1115CS-TNR STORAGE,None,ac:06:52:54:27:30,6.2,2.3.3,TAG49302,1335,,EMEA,,BER1,BER1-DC-1,R14,,,None,front,,,,,172.27.182.140/24,,,,,,,"Ordered 2023, batch 1, rack row B",,"DIMM slot A3 flaky, monitor",,"prod,edge",2023-04-23T18:30:17.000000+00:00,2023-05-06T18:30:17.000000+00:00,,m.papaj,2,ESXi 8.0,,,2,,2,,,,,,,2026-10-10,smc/2026.01,2024-05-25,2023-08-03 18:30:17+00:00,–,AS-1115CS-TNR,e9e7b959-ff72-43d9-ad96-2f806be9818a
AST-DFW1-00337,dfw1-comp-0337,SU232192956,High,Active,Internal IT,compute,Supermicro,SYS-221H-TNR CTRL Gen 3,10.58.212.106,89:14:25:6a:e0:d8,,1.15.7,N/A,1336,,AMER,,DFW1,–,-,,,N/A,front,,,,,172.28.123.72/24,,10.109.0.36,,,,,"Replaced PSU, vendor RMA #4411",,,,lab,2025-02-06T11:04:33.000000+00:00,2026-02-24T11:04:33.000000+00:00,DC-Ops,j.smith,2,ESXi 8.0,,,2,,4,,,,,,,2026-11-24,-,2024-06-20,2026-06-01 11:04:33+00:00,ESXi 8.0u2,SYS-221H-TNR,c195ddd2-89bf-4c3a-bdcd-5850c010f747
AST-PHX3-00338,phx3-comp-0338,DE420652120,Medium,Active,,compute,Dell,R760XA GPU G2,10.13.110.238,cc:f6:48:5c:75:00,N/A,2.12.1,-,1337,,AMER,,PHX3,PHX3-DC-3,R03,,,34,,,,,,172.26.175.17/24,,10.170.165.1,,,,,,,,,,2025-03-03T13:01:30.000000+00:00,2025-03-27T13:01:30.000000+00:00,Platform,j.smith,2,Linux Ubuntu 22.04,,,2,,2,,,,,,,,dell/15032026,,2025-05-15 13:01:30+00:00,RHEL 9.4,R760XA,74a9bc00-342a-4c58-981b-22d38336d6bd
AST-FRA1-00339,fra1-cont-0339,DE435028764,Low,Active,Cloud Platform,control,Dell,XR11 EDGE,10.20.166.24,cf:a3:d8:9a:41:a9,2.13,3.0.2,TAG85784,1338,,EMEA,,FRA1,FRA1-DC-1,R03,,,,Front,,,Front to rear,,172.29.87.162/24,,10.132.117.111,,,,,,,,,lab,2021-10-02T10:11:54.000000+00:00,2022-07-28T10:11:54.000000+00:00,Platform,ops-team,1,Linux Ubuntu 22.04,,,2,,2,,,,,,,,dell/30092025,,2022-09-05 10:11:54+00:00,None,N/A,bfdafe86-6676-4eed-b3e0-421710ab6c17
None,ber1-comp-0340,–,,Active,Internal IT,compute,Supermicro,SYS-221H-TNR CTRL Gen 3,10.76.72.33,6a:83:9d:6b:72:33,–,–,None,1339,,EMEA,,BER1,BER1-DC-2,R14,,,20,front,,,,,172.23.66.48/24,,N/A,,,,,,,,,"baremetal,k8s",2021-10-01T10:03:24.000000+00:00,2022-10-15T10:03:24.000000+00:00,,,2,,,,2,,2,,,,,,,,smc/2026.01,,2023-04-25 10:03:24+00:00,Ubuntu 22.04.4,SYS-221H-TNR,fc2c8ce8-4318-43b6-a288-c53352d31f54
AST-SIN1-00341,sin1-cont-0341,DE290424826,Medium,Offline,Internal IT,control,Dell,XR11 EDGE,10.39.182.104,1f:d5:d5:99:35:88,–,None,TAG45493,1340,,APAC,,SIN1,SIN1-DC-2,R12,,,–,,,,,,172.28.189.209/24,,None,,,,,"Ordered 2023, batch 4, rack row B",,"Needs recable
see ticket NET-2231",,"prod,edge",2025-04-15T23:02:23.000000+00:00,2025-12-13T23:02:23.000000+00:00,,m.papaj,2,ESXi 8.0,,,2,,4,,,,,,,,dell/30092025,2026-05-06,2026-05-27 23:02:23+00:00,ESXi 8.0u2,XR11,67a8061b-634b-4874-920d-62d89929ceb0
AST-PHX3-00342,phx3-comp-0342,LE541119217,,Decommissioned,Cloud Platform,compute,Lenovo,ThinkSystem SR630 COMP G1,10.74.219.64,31:b5:72:2a:33:c9,None,-,,1341,,AMER,,PHX3,PHX3-DC-1,R10,,,40,front,,,Front to rear,,172.20.151.145/24,,–,,,,,"Ordered 2023, batch 9, rack row B",,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2024-08-31T05:16:09.000000+00:00,2025-02-16T05:16:09.000000+00:00,,a.kovac,1,ESXi 8.0,,,2,,2,,,,,,,25/12/2026,,2021-07-14,2025-09-04 05:16:09+00:00,N/A,ThinkSystem,2f20c5be-1632-4880-b47e-ffb0a4c3a492
AST-PHX3-00343,phx3-comp-0343,SU469874714,Medium,Decommissioned,Managed Services,compute,Supermicro,SYS-221H-TNR CTRL Gen 3,–,e7:0d:d2:72:6f:a8,None,1.5.5,None,1342,,AMER,,PHX3,PHX3-DC-3,,,,13,front,,,,,172.24.40.171/24,,–,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,lab,2023-06-13T17:15:03.000000+00:00,2023-09-27T17:15:03.000000+00:00,Platform,a.kovac,2,Linux RHEL9,,,2,,4,,,,,,,,smc/2026.01,,2023-10-12 17:15:03+00:00,RHEL 9.4,SYS-221H-TNR,cc0d79a4-7463-4d2b-9bbc-69c855e202a5
AST-FRA1-00344,fra1-comp-0344,LE720989891,High,Active,Managed Services,compute,Lenovo,ThinkSystem SR650,N/A,49:3e:66:84:a8:9a,-,1.13.0,TAG84117,1343,,EMEA,,FRA1,–,R10,,,6,front,,,Front to rear,,172.29.213.238/24,,10.120.19.39,,,,,"Burn-in done, handed to platform team",,,,"prod,edge",2025-07-26T07:32:16.000000+00:00,2026-07-25T07:32:16.000000+00:00,DC-Ops,j.smith,2,Linux RHEL9,,,2,,2,,,,,,,,01/02/2026,,2026-12-05 07:32:16+00:00,ESXi 8.0u2,,2bed8d7d-43fc-423e-bed4-31d0f9b46b1a
None,lon2-comp-0345,SU929580506,Low,Staged,Cloud Platform,compute,Supermicro,AS-1115CS-TNR STORAGE,None,92:56:7f:4d:3c:b2,2.2,1.10.3,TAG63865,1344,,EMEA,,LON2,–,R03,,,23,front,,,Front to rear,,172.18.122.142/24,,–,,,,,"Replaced PSU, vendor RMA #4411",,,,,2025-03-02T15:51:03.000000+00:00,2025-06-20T15:51:03.000000+00:00,DC-Ops,ops-team,2,,,,2,,6,,,,,,,2029-08-17,smc/2026.01,2022-01-20,2025-10-07 15:51:03+00:00,Ubuntu 22.04.4,AS-1115CS-TNR,51c3ea32-d913-432e-8cab-0bd84ecf15ef
AST-SIN1-00346,sin1-comp-0346,LE564592940,Medium,Offline,Internal IT,compute,Lenovo,ThinkSystem SR650,–,-,2.12,–,TAG68337,1345,,APAC,,None,SIN1-DC-4,N/A,,,7,,,,Front to rear,,172.30.44.117/24,,10.137.74.219,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,"prod,edge",2023-11-03T12:08:36.000000+00:00,2024-04-30T12:08:36.000000+00:00,DC-Ops,,1,Linux RHEL9,,,2,,4,,,,,,,2027-12-01,,2020-07-16,2024-06-13 12:08:36+00:00,,ThinkSystem,25edcb48-a89f-4fb2-8d97-49213fdb7ebb
AST-FRA2-00347,fra2-gpu-0347,SU134305816,High,Offline,,gpu,Supermicro,AS-1115CS-TNR STORAGE,10.21.19.186,e2:4a:54:43:03:df,7.11,3.1.9,-,1346,,EMEA,,,FRA2-DC-1,N/A,,,22,Front,,,,,172.23.190.228/24,,10.134.231.155,,,,,,,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2020-01-05T00:06:07.000000+00:00,2020-05-24T00:06:07.000000+00:00,Platform,m.papaj,2,,,,2,,4,,,,,,,2026-12-26,,,2020-11-04 00:06:07+00:00,ESXi 8.0u2,AS-1115CS-TNR,3c848961-25b7-493a-9d09-c014fc6abccd
AST-AMS1-00348,ams1-cont-0348,DE823367600,Medium,Staged,Cloud Platform,control,Dell,R7615 STORAGE G2,-,9c:0a:8e:5f:00:d6,5.18,3.9.5,TAG78134,1347,,EMEA,,,AMS1-DC-1,R01,,,16,front,,,,,172.23.206.153/24,,10.179.227.65,,,,,,,,,lab,2021-12-07T08:02:02.000000+00:00,2022-08-02T08:02:02.000000+00:00,Platform,a.kovac,2,,,,2,,2,,,,,,,2029-05-10,dell/30092025,,2022-12-21 08:02:02+00:00,-,R7615,cbc96593-f3e4-4036-9991-6fe6c4a0f12f
AST-FRA2-00349,fra2-stor-0349,SU417570922,,Active,Internal IT,storage,Supermicro,SYS-521E-WR NET Gen3,10.68.255.221,40:9d:38:a9:af:7e,–,–,TAG13774,1348,,EMEA,,FRA2,N/A,None,,,4,Front,,,Front to rear,,172.21.123.191/24,,10.141.4.137,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2022-04-16T20:26:02.000000+00:00,2022-09-18T20:26:02.000000+00:00,Platform,a.kovac,1,Linux RHEL9,,,2,,4,,,,,,,2026-07-30,smc/2025.09,,2022-09-23 20:26:02+00:00,RHEL 9.4,SYS-521E-WR,12a8c11d-414f-405b-af15-279bab65382a
AST-SIN1-00350,sin1-cont-0350,-,High,Active,Cloud Platform,control,Dell,R650XS CONTROL G1,10.48.44.105,-,–,-,TAG37740,1349,,APAC,,SIN1,SIN1-DC-1,,,,12,,,,,,172.21.207.98/24,,10.122.61.92,,,,,,,"Needs recable
see ticket NET-2231",,"prod,edge",2021-02-11T01:42:20.000000+00:00,2021-02-25T01:42:20.000000+00:00,DC-Ops,ops-team,2,Linux Ubuntu 22.04,,,2,,6,,,,,,,,dell/15032026,2024-02-07,2021-05-15 01:42:20+00:00,RHEL 9.4,R650XS,6a3fded9-238d-4fe0-b30e-995a76bd0cea
AST-DFW1-00351,,DE246798146,,Active,Cloud Platform,storage,Dell,R7615 STORAGE G2,10.59.239.120,35:29:e7:ff:db:d7,None,–,TAG30987,1350,,AMER,,DFW1,DFW1-DC-4,R07,,,5,,,,Front to rear,,172.25.225.188/24,,10.168.38.73,,,,,"Ordered 2023, batch 3, rack row B",,,,,2021-12-29T01:07:16.000000+00:00,2022-02-10T01:07:16.000000+00:00,,j.smith,2,,,,2,,6,,,,,,,,dell/30092025,2026-01-09,2022-06-12 01:07:16+00:00,N/A,-,3c67ba47-6ff5-4e89-8dc7-6536aa3b42a9
AST-AMS1-00352,ams1-cont-0352,DE506465823,,Active,Cloud Platform,control,Dell,R7615 STORAGE G2,10.46.188.107,4c:7c:25:6a:49:84,6.20,None,TAG80172,1351,,EMEA,,AMS1,AMS1-DC-2,R05,,,22,front,,,Front to rear,,,,10.163.42.22,,,,,"Ordered 2023, batch 9, rack row B",,,,,2025-05-29T05:37:13.000000+00:00,2026-02-18T05:37:13.000000+00:00,DC-Ops,ops-team,1,,,,2,,4,,,,,,,,dell/15032026,,2026-06-11 05:37:13+00:00,RHEL 9.4,R7615,78b8ee37-0699-47ca-9c15-103fc4e3c330
AST-ASH1-00353,ash1-comp-0353,DE967367036,,Active,Cloud Platform,compute,Dell,None,10.56.200.81,46:a1:02:d3:42:d6,6.10,1.1.6,TAG68629,1352,,AMER,,ASH1,ASH1-DC-2,R08,,,40,Front,,,,,172.30.150.151/24,,10.149.240.251,,,,,"Ordered 2023, batch 5, rack row B",,,,"prod,edge",2022-02-12T07:51:40.000000+00:00,2022-10-21T07:51:40.000000+00:00,,j.smith,2,,,,2,,6,,,,,,,,,2021-06-28,2023-02-24 07:51:40+00:00,Ubuntu 22.04.4,R7615,9f95b25e-29a5-4eb0-8675-7665b4effb3b
AST-SIN1-00354,sin1-gpu-0354,DE247038561,High,Planned,,gpu,Dell,R7615 STORAGE G2,10.76.149.179,4f:1c:8a:a2:20:ca,-,2.7.2,TAG78186,1353,,,,SIN1,,R15,,,34,front,,,Front to rear,,172.20.47.75/24,,–,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,"prod,edge",2023-03-06T16:10:01.000000+00:00,2023-05-05T16:10:01.000000+00:00,DC-Ops,a.kovac,2,,,,2,,6,,,,,,,2026-06-05,dell/01122024,,2023-10-28 16:10:01+00:00,ESXi 8.0u2,R7615,abc7aa41-8814-42cf-861e-968941a66474
AST-DFW1-00355,dfw1-comp-0355,SU751320617,Low,Active,Internal IT,compute,Supermicro,SYS-521E-WR NET Gen3,10.86.68.7,N/A,,,N/A,1354,,AMER,,DFW1,DFW1-DC-4,R09,,,14,Front,,,Front to rear,,172.17.58.222/24,,10.147.214.72,,,,,"Ordered 2023, batch 5, rack row B",,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2022-06-07T16:42:33.000000+00:00,2023-01-16T16:42:33.000000+00:00,Platform,ops-team,2,Linux RHEL9,,,2,,2,,,,,,,,smc/2025.09,2023-05-24,2023-04-07 16:42:33+00:00,,SYS-521E-WR,12f659af-a569-4791-9305-16f14d8a435a
AST-PHX3-00356,phx3-gpu-0356,DE266180587,Medium,Offline,Internal IT,gpu,Dell,R650XS CONTROL G1,10.23.207.230,c5:e0:b6:67:65:51,5.1,-,TAG43499,1355,,AMER,,PHX3,PHX3-DC-4,R02,,,35,front,,,Front to rear,,172.29.47.28/24,,10.171.104.124,,,,,"Ordered 2023, batch 4, rack row B",,"Needs recable
see ticket NET-2231",,"prod,edge",2023-12-08T05:11:10.000000+00:00,2024-11-09T05:11:10.000000+00:00,Platform,m.papaj,1,Linux RHEL9,,,2,,4,,,,,,,2029-09-18,,,2025-02-01 05:11:10+00:00,ESXi 8.0u2,R650XS,106f3182-dce8-434c-b26a-262152de7184
